method,dim,n_seeds,b1_max,b1_min,b1_mean,b1_var,b1_gh_max,b1_gh_min,b1_gh_mean,b1_gh_var,max_cos_max,max_cos_min,max_cos_mean,max_cos_var,mean_cos_max,mean_cos_min,mean_cos_mean,mean_cos_var
ENUM_SIEVE,97,9,6021.649276,4907.23578,5398.689185,104572.638729,2.406536,1.960323,2.157438,0.016382,0.693524,0.583059,0.622294,0.000869,0.159945,0.151112,0.155411,5e-06
ENUM_SIEVE,98,9,6089.18295,5171.30235,5540.745781,90073.635051,2.414073,2.049153,2.199962,0.013618,0.704797,0.565122,0.623576,0.001452,0.158286,0.151305,0.155214,5e-06
ENUM_SIEVE,99,9,5944.746925,5128.563054,5595.735847,57354.44574,2.343001,2.029799,2.209008,0.008628,0.660057,0.564789,0.61178,0.000838,0.158849,0.148959,0.154011,7e-06
ENUM_SIEVE,100,9,6311.560267,5479.730468,5895.472302,69108.775719,2.479022,2.150978,2.318454,0.0109,0.655879,0.578533,0.615593,0.000513,0.160955,0.154657,0.156612,3e-06
ENUM_SIEVE,101,9,6836.381353,5516.50741,5916.918014,136012.991683,2.668422,2.154234,2.317415,0.020266,0.691222,0.571364,0.633099,0.001129,0.15881,0.151309,0.15447,5e-06
ENUM_SIEVE,102,9,7147.733697,5632.114345,6126.344025,153772.103474,2.789674,2.199595,2.3864,0.023624,0.687286,0.574868,0.614187,0.001115,0.15882,0.150046,0.154037,7e-06
ENUM_SIEVE,103,9,6925.468287,5536.794921,6202.915901,156214.43648,2.689793,2.142076,2.409384,0.024087,0.632839,0.583404,0.606413,0.000275,0.160147,0.149459,0.155128,1.1e-05
ENUM_SIEVE,104,9,6691.565886,5965.384732,6287.511854,72495.247546,2.587219,2.304542,2.426452,0.010707,0.656102,0.595616,0.627596,0.000464,0.158414,0.151792,0.155433,6e-06
ENUM_SIEVE,105,9,6984.514013,6060.318143,6475.030124,94642.221639,2.679657,2.324218,2.48768,0.01426,0.671076,0.57343,0.611278,0.001104,0.16039,0.14773,0.153799,1.4e-05
ENUM_SIEVE,106,9,6769.145367,5687.472022,6402.532594,84837.718128,2.592383,2.17261,2.451298,0.012724,0.647511,0.583995,0.616723,0.000459,0.15893,0.151396,0.154686,6e-06
ENUM_SIEVE,107,9,7015.8936,6203.93488,6685.583934,59604.793197,2.665926,2.368744,2.546344,0.008094,0.656007,0.579166,0.615989,0.000717,0.160934,0.151148,0.154931,7e-06
ENUM_SIEVE,108,9,7168.370177,6395.26356,6753.286145,58871.125906,2.716562,2.432262,2.559409,0.008336,0.693731,0.58332,0.632662,0.001102,0.158394,0.148748,0.153895,1e-05
ENUM_SIEVE,109,9,7544.655062,6209.949436,6988.788476,155137.527483,2.857073,2.348137,2.636604,0.022234,0.728623,0.587943,0.638146,0.001634,0.159406,0.148839,0.155042,1.2e-05
ENUM_SIEVE,110,9,7867.715806,6809.01733,7241.895018,91793.77436,2.954635,2.559098,2.722117,0.012567,0.70454,0.595918,0.648595,0.001058,0.162252,0.15185,0.156827,1.2e-05
