dim,seed,method,pipeline,norm,gh,norm_over_gh,file,status,error
87,295,bkz20_30_40,20+30+40,4618.669613644167,2309.978843771192,1.9994423871449345,svp_dim87_seed295.txt,ok,
87,295,lll,LLL,6347.048369124029,2309.978843771204,2.747665151236633,svp_dim87_seed295.txt,ok,
87,606,bkz20,20,5143.11627323357,2295.975787541723,2.240056842559411,svp_dim87_seed606.txt,ok,
87,606,bkz20_30,20+30,5024.351898503928,2295.975787541715,2.18832965302455,svp_dim87_seed606.txt,ok,
87,606,bkz20_30_40,20+30+40,4360.977298725598,2295.975787541723,1.8994003867065385,svp_dim87_seed606.txt,ok,
87,606,lll,LLL,6506.708000210243,2295.975787541727,2.8339619413743447,svp_dim87_seed606.txt,ok,
87,629,bkz20,20,4817.616215515719,2300.443524724042,2.094211904677657,svp_dim87_seed629.txt,ok,
87,629,bkz20_30,20+30,4714.333038723506,2300.44352472403,2.0493148334467617,svp_dim87_seed629.txt,ok,
87,629,bkz20_30_40,20+30+40,4496.355301797221,2300.44352472403,1.9545601765366623,svp_dim87_seed629.txt,ok,
87,629,lll,LLL,6389.609847244189,2300.443524724034,2.7775556228926335,svp_dim87_seed629.txt,ok,
87,2488,bkz20,20,5269.562790213249,2298.4627003447313,2.2926466413498474,svp_dim87_seed2488.txt,ok,
87,2488,bkz20_30,20+30,4661.805229736658,2298.462700344727,2.028227488328383,svp_dim87_seed2488.txt,ok,
87,2488,bkz20_30_40,20+30+40,4321.484929974879,2298.462700344723,1.8801631757290402,svp_dim87_seed2488.txt,ok,
87,2488,lll,LLL,5514.837531605081,2298.462700344727,2.3993591589621865,svp_dim87_seed2488.txt,ok,
87,9651,bkz20,20,5091.576180319808,2309.569811163929,2.2045560847341794,svp_dim87_seed9651.txt,ok,
87,9651,bkz20_30,20+30,4896.983255025482,2309.569811163937,2.120301032406371,svp_dim87_seed9651.txt,ok,
87,9651,bkz20_30_40,20+30+40,4297.237368356557,2309.5698111639413,1.8606224187659008,svp_dim87_seed9651.txt,ok,
87,9651,lll,LLL,5091.576180319808,2309.569811163933,2.2045560847341754,svp_dim87_seed9651.txt,ok,
88,0,bkz20,20,4290.081001566286,2316.2019439885066,1.852205077670712,svp_dim88_seed0.txt,ok,
88,0,bkz20_30,20+30,4290.081001566286,2316.2019439885007,1.8522050776707168,svp_dim88_seed0.txt,ok,
88,0,bkz20_30_40,20+30+40,4172.843395096442,2316.2019439885007,1.801588762986186,svp_dim88_seed0.txt,ok,
88,0,lll,LLL,6118.152008572521,2316.201943988513,2.641458800452014,svp_dim88_seed0.txt,ok,
88,1,bkz20,20,5296.87879793374,2306.315649739125,2.296684236840212,svp_dim88_seed1.txt,ok,
88,1,bkz20_30,20+30,4550.182523811546,2306.315649739113,1.9729227108727534,svp_dim88_seed1.txt,ok,
88,1,bkz20_30_40,20+30+40,4441.437830252724,2306.315649739125,1.9257718824199583,svp_dim88_seed1.txt,ok,
88,1,lll,LLL,5656.187054898374,2306.315649739125,2.4524774202257023,svp_dim88_seed1.txt,ok,
88,2,bkz20,20,4793.756355927994,2311.557064565376,2.0738213342915355,svp_dim88_seed2.txt,ok,
88,2,bkz20_30,20+30,4462.239684284114,2311.557064565376,1.9304042944417268,svp_dim88_seed2.txt,ok,
88,2,bkz20_30_40,20+30+40,4462.239684284114,2311.557064565376,1.9304042944417268,svp_dim88_seed2.txt,ok,
88,2,lll,LLL,5864.722840851045,2311.55706456538,2.5371308936099015,svp_dim88_seed2.txt,ok,
88,3,bkz20,20,5278.011746860745,2315.736401889088,2.2791936692600885,svp_dim88_seed3.txt,ok,
88,3,bkz20_30,20+30,4989.790676972335,2315.73640188908,2.154731718559105,svp_dim88_seed3.txt,ok,
88,3,bkz20_30_40,20+30+40,4989.790676972335,2315.7364018890735,2.1547317185591104,svp_dim88_seed3.txt,ok,
88,3,lll,LLL,5278.011746860745,2315.7364018890817,2.2791936692600943,svp_dim88_seed3.txt,ok,
88,5,bkz20,20,4999.440468692471,2321.612155285635,2.153434826446011,svp_dim88_seed5.txt,ok,
88,5,bkz20_30,20+30,4285.855223873056,2321.612155285647,1.8460685666705308,svp_dim88_seed5.txt,ok,
88,5,bkz20_30_40,20+30+40,3865.1138404968074,2321.612155285635,1.6648404565323578,svp_dim88_seed5.txt,ok,
88,5,lll,LLL,5257.984119413071,2321.612155285641,2.2647986690809483,svp_dim88_seed5.txt,ok,
88,6,bkz20,20,4577.571517737323,2321.6480894511856,1.971690515257812,svp_dim88_seed6.txt,ok,
88,6,bkz20_30,20+30,4457.760424248928,2321.6480894511915,1.9200844626295994,svp_dim88_seed6.txt,ok,
88,6,bkz20_30_40,20+30+40,4457.760424248928,2321.6480894511815,1.920084462629608,svp_dim88_seed6.txt,ok,
88,6,lll,LLL,4806.921155999959,2321.6480894511874,2.070477941011406,svp_dim88_seed6.txt,ok,
88,8,bkz20,20,4504.2741923644035,2323.071764150288,1.9389302826862673,svp_dim88_seed8.txt,ok,
88,8,bkz20_30,20+30,4504.2741923644035,2323.071764150292,1.938930282686264,svp_dim88_seed8.txt,ok,
88,8,bkz20_30_40,20+30+40,4504.2741923644035,2323.071764150292,1.938930282686264,svp_dim88_seed8.txt,ok,
88,8,lll,LLL,6026.123961552725,2323.07176415029,2.5940326315131728,svp_dim88_seed8.txt,ok,
88,13,bkz20,20,4895.418776774876,2323.035704086795,2.1073368645013173,svp_dim88_seed13.txt,ok,
88,13,bkz20_30,20+30,4895.418776774876,2323.0357040867866,2.107336864501325,svp_dim88_seed13.txt,ok,
88,13,bkz20_30_40,20+30+40,4775.751145107961,2323.035704086795,2.0558233938058863,svp_dim88_seed13.txt,ok,
88,13,lll,LLL,5209.926007152117,2323.035704086789,2.242723173813722,svp_dim88_seed13.txt,ok,
88,184,bkz20,20,5594.518835431692,2307.2865908313825,2.42471778653896,svp_dim88_seed184.txt,ok,
88,184,bkz20_30,20+30,4951.04019373707,2307.2865908313906,2.14582801001459,svp_dim88_seed184.txt,ok,
88,184,bkz20_30_40,20+30+40,4439.874773008809,2307.2865908313865,1.9242840445793887,svp_dim88_seed184.txt,ok,
88,184,lll,LLL,5594.518835431692,2307.286590831376,2.4247177865389666,svp_dim88_seed184.txt,ok,
89,0,bkz20,20,5120.075585379572,2332.250262117565,2.1953371250694182,svp_dim89_seed0.txt,ok,
89,0,bkz20_30,20+30,4877.387107868307,2332.2502621175586,2.0912794767744605,svp_dim89_seed0.txt,ok,
89,0,bkz20_30_40,20+30+40,4558.782293551647,2332.2502621175795,1.9546711464028204,svp_dim89_seed0.txt,ok,
89,0,lll,LLL,5642.957735088934,2332.250262117567,2.4195335409525947,svp_dim89_seed0.txt,ok,
89,1,bkz20,20,5084.170237118342,2337.413230080687,2.1751268332398537,svp_dim89_seed1.txt,ok,
89,1,bkz20_30,20+30,4966.2011638676095,2337.4132300806973,2.1246569070271564,svp_dim89_seed1.txt,ok,
89,1,bkz20_30_40,20+30+40,4252.673864758498,2337.4132300806996,1.8193932549152525,svp_dim89_seed1.txt,ok,
89,1,lll,LLL,6642.649019781185,2337.413230080691,2.841880474661244,svp_dim89_seed1.txt,ok,
89,7,bkz20,20,5173.816289742026,2328.8376278251226,2.221630322322557,svp_dim89_seed7.txt,ok,
89,7,bkz20_30,20+30,5062.086526324889,2328.837627825125,2.1736536999585985,svp_dim89_seed7.txt,ok,
89,7,bkz20_30_40,20+30+40,4851.06534691092,2328.8376278251185,2.08304146624481,svp_dim89_seed7.txt,ok,
89,7,lll,LLL,5173.816289742026,2328.837627825125,2.221630322322555,svp_dim89_seed7.txt,ok,
89,218,bkz20,20,5518.843538278646,2322.3528725935194,2.376401796388247,svp_dim89_seed218.txt,ok,
89,218,bkz20_30,20+30,4885.539581254049,2322.3528725935194,2.1037025160599545,svp_dim89_seed218.txt,ok,
89,218,bkz20_30_40,20+30+40,4555.117451833709,2322.3528725935194,1.9614234794330454,svp_dim89_seed218.txt,ok,
89,218,lll,LLL,6342.3872477167415,2322.3528725935134,2.731017892484965,svp_dim89_seed218.txt,ok,
89,223,bkz20,20,5679.697351091867,2323.8237006308077,2.4441171460425757,svp_dim89_seed223.txt,ok,
89,223,bkz20_30,20+30,5127.290805093851,2323.8237006307954,2.206402664583403,svp_dim89_seed223.txt,ok,
89,223,bkz20_30_40,20+30+40,4618.119747256452,2323.8237006308077,1.987293505098021,svp_dim89_seed223.txt,ok,
89,223,lll,LLL,5679.697351091867,2323.8237006307995,2.4441171460425846,svp_dim89_seed223.txt,ok,
89,994,bkz20,20,5077.679489688178,2320.512382448489,2.188171684880416,svp_dim89_seed994.txt,ok,
89,994,bkz20_30,20+30,4864.199523045906,2320.512382448487,2.096174775811129,svp_dim89_seed994.txt,ok,
89,994,bkz20_30_40,20+30+40,4388.904191253208,2320.5123824484954,1.8913513344937396,svp_dim89_seed994.txt,ok,
89,994,lll,LLL,5548.703902714584,2320.512382448497,2.391154619420668,svp_dim89_seed994.txt,ok,
89,1512,bkz20,20,5974.118596077588,2330.950374053546,2.5629540047601,svp_dim89_seed1512.txt,ok,
89,1512,bkz20_30,20+30,5108.851632216384,2330.950374053538,2.1917462032158403,svp_dim89_seed1512.txt,ok,
89,1512,bkz20_30_40,20+30+40,4607.61055211918,2330.950374053563,1.9767089867754097,svp_dim89_seed1512.txt,ok,
89,1512,lll,LLL,6185.606195030522,2330.9503740535565,2.6536842070445554,svp_dim89_seed1512.txt,ok,
89,5193,bkz20,20,5369.649150549786,2337.366530987274,2.2973072812340285,svp_dim89_seed5193.txt,ok,
89,5193,bkz20_30,20+30,5148.8717210666655,2337.3665309872636,2.20285165069591,svp_dim89_seed5193.txt,ok,
89,5193,bkz20_30_40,20+30+40,4477.4377717618845,2337.3665309872677,1.9155907780842072,svp_dim89_seed5193.txt,ok,
89,5193,lll,LLL,5722.737282105481,2337.36653098727,2.4483696528709515,svp_dim89_seed5193.txt,ok,
89,6281,bkz20,20,5152.94575946614,2336.79807462056,2.2051309505220535,svp_dim89_seed6281.txt,ok,
89,6281,bkz20_30,20+30,4735.536400451376,2336.79807462056,2.0265064627889653,svp_dim89_seed6281.txt,ok,
89,6281,bkz20_30_40,20+30+40,4571.658451809366,2336.7980746205662,1.9563771904218474,svp_dim89_seed6281.txt,ok,
89,6281,lll,LLL,6056.482560034329,2336.7980746205517,2.5917868667440502,svp_dim89_seed6281.txt,ok,
90,0,bkz20,20,4694.624053105854,2344.5118982928493,2.0023886662824077,svp_dim90_seed0.txt,ok,
90,0,bkz20_30,20+30,4694.624053105854,2344.511898292845,2.0023886662824113,svp_dim90_seed0.txt,ok,
90,0,bkz20_30_40,20+30+40,4089.702189646575,2344.5118982928493,1.7443725462107835,svp_dim90_seed0.txt,ok,
90,0,lll,LLL,5935.351211175291,2344.511898292845,2.531593554930181,svp_dim90_seed0.txt,ok,
90,1,bkz20,20,5319.029328740345,2348.9825212965034,2.2643971509011256,svp_dim90_seed1.txt,ok,
90,1,bkz20_30,20+30,4809.930041071287,2348.982521296491,2.047665317840044,svp_dim90_seed1.txt,ok,
90,1,bkz20_30_40,20+30+40,4504.505300252181,2348.9825212965034,1.9176410464586824,svp_dim90_seed1.txt,ok,
90,1,lll,LLL,5319.029328740345,2348.9825212965034,2.2643971509011256,svp_dim90_seed1.txt,ok,
90,2,bkz20,20,4630.685802340731,2335.5275556245133,1.9827151219812944,svp_dim90_seed2.txt,ok,
90,2,bkz20_30,20+30,4630.685802340731,2335.527555624501,1.982715121981305,svp_dim90_seed2.txt,ok,
90,2,bkz20_30_40,20+30+40,4509.811193387146,2335.5275556245174,1.9309603873122478,svp_dim90_seed2.txt,ok,
90,2,lll,LLL,5852.648374881239,2335.527555624505,2.505921354165431,svp_dim90_seed2.txt,ok,
90,3,bkz20,20,5129.743950725022,2343.784064557107,2.188658941878404,svp_dim90_seed3.txt,ok,
90,3,bkz20_30,20+30,5129.743950725022,2343.784064557098,2.188658941878412,svp_dim90_seed3.txt,ok,
90,3,bkz20_30_40,20+30+40,4440.684406710302,2343.7840645571023,1.894664476076402,svp_dim90_seed3.txt,ok,
90,3,lll,LLL,5958.640113314443,2343.784064557107,2.5423161644545176,svp_dim90_seed3.txt,ok,
90,9,bkz20,20,5102.653525372852,2332.726078501622,2.1874207916646755,svp_dim90_seed9.txt,ok,
90,9,bkz20_30,20+30,5102.653525372852,2332.726078501618,2.187420791664679,svp_dim90_seed9.txt,ok,
90,9,bkz20_30_40,20+30+40,4909.032694941029,2332.72607850163,2.1044188343340453,svp_dim90_seed9.txt,ok,
90,9,lll,LLL,5944.70974901214,2332.72607850163,2.5483959749061404,svp_dim90_seed9.txt,ok,
90,11,bkz20,20,5159.824318714737,2341.9615890400114,2.2032062109224384,svp_dim90_seed11.txt,ok,
90,11,bkz20_30,20+30,5159.824318714737,2341.9615890400073,2.2032062109224424,svp_dim90_seed11.txt,ok,
90,11,bkz20_30_40,20+30+40,4563.703759009781,2341.96158904002,1.9486672114381103,svp_dim90_seed11.txt,ok,
90,11,lll,LLL,6141.19450921399,2341.96158904002,2.6222439078222854,svp_dim90_seed11.txt,ok,
90,78,bkz20,20,4724.470975675482,2336.154459245326,2.0223281714008245,svp_dim90_seed78.txt,ok,
90,78,bkz20_30,20+30,4724.470975675482,2336.154459245326,2.0223281714008245,svp_dim90_seed78.txt,ok,
90,78,bkz20_30_40,20+30+40,4361.604062727385,2336.1544592453215,1.8670015783701095,svp_dim90_seed78.txt,ok,
90,78,lll,LLL,4724.470975675482,2336.1544592453174,2.0223281714008317,svp_dim90_seed78.txt,ok,
90,1705,bkz20,20,5811.92042271744,2341.3876816332145,2.482254633996958,svp_dim90_seed1705.txt,ok,
90,1705,bkz20_30,20+30,5081.74664854516,2341.3876816332063,2.170399497874034,svp_dim90_seed1705.txt,ok,
90,1705,bkz20_30_40,20+30+40,4962.427833228412,2341.3876816332104,2.1194387722100436,svp_dim90_seed1705.txt,ok,
90,1705,lll,LLL,6270.950565903064,2341.3876816332063,2.6783050987646946,svp_dim90_seed1705.txt,ok,
90,3568,bkz20,20,5299.440913907805,2349.8171243917095,2.2552567427048844,svp_dim90_seed3568.txt,ok,
90,3568,bkz20_30,20+30,4787.760436780432,2349.8171243917136,2.037503424024888,svp_dim90_seed3568.txt,ok,
90,3568,bkz20_30_40,20+30+40,4398.007276028545,2349.817124391722,1.8716381076535993,svp_dim90_seed3568.txt,ok,
90,3568,lll,LLL,6545.496467037473,2349.8171243917136,2.7855344141863276,svp_dim90_seed3568.txt,ok,
91,78,bkz20,20,5260.343715005707,2360.0726805243225,2.22889055850477,svp_dim91_seed78.txt,ok,
91,78,bkz20_30,20+30,4793.830722918786,2360.072680524329,2.0312216494340154,svp_dim91_seed78.txt,ok,
91,78,bkz20_30_40,20+30+40,4793.830722918786,2360.0726805243207,2.0312216494340225,svp_dim91_seed78.txt,ok,
91,78,lll,LLL,5260.343715005707,2360.0726805243207,2.2288905585047716,svp_dim91_seed78.txt,ok,
91,161,bkz20,20,5379.826948889714,2354.7104751205356,2.2847084623489966,svp_dim91_seed161.txt,ok,
91,161,bkz20_30,20+30,5379.826948889714,2354.7104751205397,2.2847084623489926,svp_dim91_seed161.txt,ok,
91,161,bkz20_30_40,20+30+40,4640.84173399611,2354.7104751205375,1.9708757331444517,svp_dim91_seed161.txt,ok,
91,161,lll,LLL,5379.826948889714,2354.7104751205397,2.2847084623489926,svp_dim91_seed161.txt,ok,
91,421,bkz20,20,5740.490919773329,2355.5879166592026,2.436967382611957,svp_dim91_seed421.txt,ok,
91,421,bkz20_30,20+30,5130.347941416841,2355.587916659188,2.1779479785636515,svp_dim91_seed421.txt,ok,
91,421,bkz20_30_40,20+30+40,4719.8279629664485,2355.5879166591963,2.003673023446447,svp_dim91_seed421.txt,ok,
91,421,lll,LLL,5740.490919773329,2355.587916659192,2.4369673826119675,svp_dim91_seed421.txt,ok,
91,733,bkz20,20,5511.249223179805,2362.8880265601647,2.332420817757898,svp_dim91_seed733.txt,ok,
91,733,bkz20_30,20+30,5347.059659289389,2362.8880265601647,2.2629340024518676,svp_dim91_seed733.txt,ok,
91,733,bkz20_30_40,20+30+40,4896.7848635609835,2362.8880265601647,2.0723727948673067,svp_dim91_seed733.txt,ok,
91,733,lll,LLL,7116.625394103584,2362.888026560171,3.01183353341706,svp_dim91_seed733.txt,ok,
91,778,bkz20,20,5186.725460249461,2361.6258876074025,2.1962519497549247,svp_dim91_seed778.txt,ok,
91,778,bkz20_30,20+30,4658.396075904234,2361.6258876073875,1.972537691235995,svp_dim91_seed778.txt,ok,
91,778,bkz20_30_40,20+30+40,4658.396075904234,2361.625887607394,1.9725376912359898,svp_dim91_seed778.txt,ok,
91,778,lll,LLL,6099.657531370102,2361.625887607394,2.5828212518240035,svp_dim91_seed778.txt,ok,
91,1203,bkz20,20,5700.748371924518,2363.321386457513,2.4121765260499006,svp_dim91_seed1203.txt,ok,
91,1203,bkz20_30,20+30,4958.212177791509,2363.3213864575196,2.097984728697259,svp_dim91_seed1203.txt,ok,
91,1203,bkz20_30_40,20+30+40,4958.212177791509,2363.321386457513,2.0979847286972646,svp_dim91_seed1203.txt,ok,
91,1203,lll,LLL,5700.748371924518,2363.321386457528,2.4121765260498855,svp_dim91_seed1203.txt,ok,
91,1303,bkz20,20,5972.391731961321,2352.538930031295,2.53870048895721,svp_dim91_seed1303.txt,ok,
91,1303,bkz20_30,20+30,4928.8359680557405,2352.5389300313013,2.0951134559929088,svp_dim91_seed1303.txt,ok,
91,1303,bkz20_30_40,20+30+40,4897.749891531819,2352.538930031293,2.081899614501457,svp_dim91_seed1303.txt,ok,
91,1303,lll,LLL,7249.555848464091,2352.5389300313013,3.0815880476705364,svp_dim91_seed1303.txt,ok,
91,3924,bkz20,20,5878.370692632437,2360.4152150651526,2.4903968823426603,svp_dim91_seed3924.txt,ok,
91,3924,bkz20_30,20+30,5457.007696531126,2360.415215065146,2.3118846471172723,svp_dim91_seed3924.txt,ok,
91,3924,bkz20_30_40,20+30+40,5028.515785000578,2360.4152150651526,2.130352216384006,svp_dim91_seed3924.txt,ok,
91,3924,lll,LLL,6394.252262774752,2360.415215065155,2.708952315662078,svp_dim91_seed3924.txt,ok,
91,5621,bkz20,20,6050.2178473175645,2347.9866788616196,2.576768387055291,svp_dim91_seed5621.txt,ok,
91,5621,bkz20_30,20+30,4994.016519796462,2347.986678861613,2.126935627342544,svp_dim91_seed5621.txt,ok,
91,5621,bkz20_30_40,20+30+40,4994.016519796462,2347.9866788616155,2.126935627342542,svp_dim91_seed5621.txt,ok,
91,5621,lll,LLL,7606.480395031586,2347.986678861613,3.239575617490077,svp_dim91_seed5621.txt,ok,
92,0,bkz20,20,5563.791512988242,2375.9123897966615,2.3417494419751774,svp_dim92_seed0.txt,ok,
92,0,bkz20_30,20+30,5082.73302466301,2375.9123897966615,2.139276282446596,svp_dim92_seed0.txt,ok,
92,0,bkz20_30_40,20+30+40,4591.1922198923485,2375.9123897966533,1.932391210891953,svp_dim92_seed0.txt,ok,
92,0,lll,LLL,6191.572659672171,2375.9123897966597,2.6059768391552818,svp_dim92_seed0.txt,ok,
92,1,bkz20,20,6224.021368857921,2367.9772341613693,2.6284126718229146,svp_dim92_seed1.txt,ok,
92,1,bkz20_30,20+30,5602.431525685969,2367.9772341613775,2.3659144373784815,svp_dim92_seed1.txt,ok,
92,1,bkz20_30_40,20+30+40,5208.264682214223,2367.9772341613716,2.199457244384679,svp_dim92_seed1.txt,ok,
92,1,lll,LLL,6224.021368857921,2367.977234161363,2.6284126718229217,svp_dim92_seed1.txt,ok,
92,2,bkz20,20,5928.492219780682,2371.2428384167965,2.5001624142970305,svp_dim92_seed2.txt,ok,
92,2,bkz20_30,20+30,5055.285254068263,2371.242838416801,2.1319137678212274,svp_dim92_seed2.txt,ok,
92,2,bkz20_30_40,20+30+40,5055.285254068263,2371.2428384167947,2.1319137678212328,svp_dim92_seed2.txt,ok,
92,2,lll,LLL,6630.493646780763,2371.2428384167965,2.7962102992402635,svp_dim92_seed2.txt,ok,
92,3,bkz20,20,5807.374277588795,2366.5293275437357,2.453962522246185,svp_dim92_seed3.txt,ok,
92,3,bkz20_30,20+30,5650.896212106531,2366.5293275437275,2.387841192727461,svp_dim92_seed3.txt,ok,
92,3,bkz20_30_40,20+30+40,4964.923060833875,2366.529327543734,2.097976561307636,svp_dim92_seed3.txt,ok,
92,3,lll,LLL,6290.954458585758,2366.5293275437275,2.6583040342522515,svp_dim92_seed3.txt,ok,
92,60,bkz20,20,5504.701445128515,2375.1527432333405,2.3176199765724794,svp_dim92_seed60.txt,ok,
92,60,bkz20_30,20+30,5041.7492995983075,2375.1527432333555,2.1227052929382753,svp_dim92_seed60.txt,ok,
92,60,bkz20_30_40,20+30+40,5041.7492995983075,2375.1527432333596,2.1227052929382717,svp_dim92_seed60.txt,ok,
92,60,lll,LLL,6093.836886560059,2375.1527432333596,2.565661052292727,svp_dim92_seed60.txt,ok,
92,148,bkz20,20,5368.783381735567,2376.092872238671,2.259500646823324,svp_dim92_seed148.txt,ok,
92,148,bkz20_30,20+30,5123.681000999184,2376.0928722386648,2.156347111201864,svp_dim92_seed148.txt,ok,
92,148,bkz20_30_40,20+30+40,4594.310829711022,2376.0928722386775,1.9335569259051777,svp_dim92_seed148.txt,ok,
92,148,lll,LLL,5368.783381735567,2376.092872238663,2.259500646823332,svp_dim92_seed148.txt,ok,
92,501,bkz20,20,5423.572807661012,2371.915547280407,2.2865792223840256,svp_dim92_seed501.txt,ok,
92,501,bkz20_30,20+30,4983.33081382322,2371.9155472804005,2.100973122562068,svp_dim92_seed501.txt,ok,
92,501,bkz20_30_40,20+30+40,4815.472458648267,2371.9155472804005,2.0302040113399524,svp_dim92_seed501.txt,ok,
92,501,lll,LLL,5423.572807661012,2371.915547280394,2.2865792223840375,svp_dim92_seed501.txt,ok,
92,904,bkz20,20,5442.312192441743,2370.182008637674,2.2961579206188723,svp_dim92_seed904.txt,ok,
92,904,bkz20_30,20+30,5005.066433125539,2370.182008637672,2.1116802063662363,svp_dim92_seed904.txt,ok,
92,904,bkz20_30_40,20+30+40,5005.066433125539,2370.182008637674,2.1116802063662345,svp_dim92_seed904.txt,ok,
92,904,lll,LLL,6768.346474582999,2370.1820086376633,2.8556230913563123,svp_dim92_seed904.txt,ok,
92,1351,bkz20,20,5527.850848204927,2375.72909212802,2.3268018506493293,svp_dim92_seed1351.txt,ok,
92,1351,bkz20_30,20+30,5527.850848204927,2375.729092128018,2.326801850649331,svp_dim92_seed1351.txt,ok,
92,1351,bkz20_30_40,20+30+40,4985.458755220032,2375.72909212802,2.098496319188645,svp_dim92_seed1351.txt,ok,
92,1351,lll,LLL,6590.907979937209,2375.72909212802,2.7742674877266893,svp_dim92_seed1351.txt,ok,
93,0,bkz20,20,5857.811536743055,2382.414745955853,2.458770684947566,svp_dim93_seed0.txt,ok,
93,0,bkz20_30,20+30,5247.286727443053,2382.4147459558594,2.202507660074848,svp_dim93_seed0.txt,ok,
93,0,bkz20_30_40,20+30+40,4475.977546860576,2382.414745955872,1.8787566499319686,svp_dim93_seed0.txt,ok,
93,0,lll,LLL,6434.890131152204,2382.4147459558594,2.7009949220954947,svp_dim93_seed0.txt,ok,
93,1,bkz20,20,6125.368315456625,2387.2187682350154,2.565901540722806,svp_dim93_seed1.txt,ok,
93,1,bkz20_30,20+30,5650.958591248035,2387.2187682350154,2.367172488102571,svp_dim93_seed1.txt,ok,
93,1,bkz20_30_40,20+30+40,4995.766307584853,2387.2187682350195,2.0927140713117183,svp_dim93_seed1.txt,ok,
93,1,lll,LLL,7102.516103466434,2387.2187682350004,2.975226316906727,svp_dim93_seed1.txt,ok,
93,2,bkz20,20,7055.510045347534,2386.285601148612,2.956691370870043,svp_dim93_seed2.txt,ok,
93,2,bkz20_30,20+30,5696.496642674336,2386.2856011486097,2.3871814169822736,svp_dim93_seed2.txt,ok,
93,2,bkz20_30_40,20+30+40,5415.657762451388,2386.2856011486056,2.269492704412513,svp_dim93_seed2.txt,ok,
93,2,lll,LLL,7532.789523144794,2386.2856011486015,3.156700740061878,svp_dim93_seed2.txt,ok,
93,3,bkz20,20,5259.549980749305,2381.7007763439656,2.208316860366896,svp_dim93_seed3.txt,ok,
93,3,bkz20_30,20+30,4629.872676435068,2381.7007763439615,1.943935494509168,svp_dim93_seed3.txt,ok,
93,3,bkz20_30_40,20+30+40,4442.140925274655,2381.7007763439615,1.8651129350067142,svp_dim93_seed3.txt,ok,
93,3,lll,LLL,6778.712488371219,2381.7007763439656,2.8461646213916487,svp_dim93_seed3.txt,ok,
93,133,bkz20,20,5648.330284252152,2376.956223074484,2.3762870470312216,svp_dim93_seed133.txt,ok,
93,133,bkz20_30,20+30,4980.596651004778,2376.956223074465,2.0953674294273057,svp_dim93_seed133.txt,ok,
93,133,bkz20_30_40,20+30+40,4590.130499234196,2376.956223074465,1.9310959346559227,svp_dim93_seed133.txt,ok,
93,133,lll,LLL,6079.093764698816,2376.956223074473,2.557511874087363,svp_dim93_seed133.txt,ok,
93,257,bkz20,20,6504.072185946279,2385.8558747301195,2.7260960122672953,svp_dim93_seed257.txt,ok,
93,257,bkz20_30,20+30,5573.081822474886,2385.8558747301386,2.335883689162595,svp_dim93_seed257.txt,ok,
93,257,bkz20_30_40,20+30+40,5161.80666046298,2385.8558747301217,2.1635031332506047,svp_dim93_seed257.txt,ok,
93,257,lll,LLL,6593.577101998584,2385.8558747301367,2.7636108164934234,svp_dim93_seed257.txt,ok,
93,283,bkz20,20,5531.979934887688,2380.5059214659314,2.323867327950631,svp_dim93_seed283.txt,ok,
93,283,bkz20_30,20+30,5531.979934887688,2380.505921465927,2.323867327950635,svp_dim93_seed283.txt,ok,
93,283,bkz20_30_40,20+30+40,4621.803544072379,2380.505921465927,1.9415215490101576,svp_dim93_seed283.txt,ok,
93,283,lll,LLL,6989.064815839103,2380.5059214659377,2.935957752852458,svp_dim93_seed283.txt,ok,
93,302,bkz20,20,4980.881146945785,2374.904813549109,2.0972971710399833,svp_dim93_seed302.txt,ok,
93,302,bkz20_30,20+30,4945.80084516148,2374.9048135491025,2.0825259256476816,svp_dim93_seed302.txt,ok,
93,302,bkz20_30_40,20+30+40,4945.80084516148,2374.9048135491066,2.082525925647678,svp_dim93_seed302.txt,ok,
93,302,lll,LLL,5755.434127848215,2374.904813549113,2.42343781317583,svp_dim93_seed302.txt,ok,
93,1139,bkz20,20,5169.183881426545,2372.691188059155,2.178616377656336,svp_dim93_seed1139.txt,ok,
93,1139,bkz20_30,20+30,5169.183881426545,2372.6911880591488,2.1786163776563416,svp_dim93_seed1139.txt,ok,
93,1139,bkz20_30_40,20+30+40,4671.440677135908,2372.6911880591574,1.9688363579067827,svp_dim93_seed1139.txt,ok,
93,1139,lll,LLL,6559.934374671745,2372.691188059155,2.764765346491519,svp_dim93_seed1139.txt,ok,
94,0,bkz20,20,6371.737988963448,2391.3867238582357,2.6644531916959715,svp_dim94_seed0.txt,ok,
94,0,bkz20_30,20+30,5225.468878483534,2391.3867238582293,2.18512080306812,svp_dim94_seed0.txt,ok,
94,0,bkz20_30_40,20+30+40,5115.629580022387,2391.386723858227,2.1391895877756264,svp_dim94_seed0.txt,ok,
94,0,lll,LLL,6371.737988963448,2391.386723858244,2.6644531916959617,svp_dim94_seed0.txt,ok,
94,1,bkz20,20,6336.944216260703,2392.372640769945,2.6488115221971706,svp_dim94_seed1.txt,ok,
94,1,bkz20_30,20+30,5238.874306566253,2392.3726407699514,2.1898236994050375,svp_dim94_seed1.txt,ok,
94,1,bkz20_30_40,20+30+40,5121.2292469679605,2392.3726407699364,2.1406486429805507,svp_dim94_seed1.txt,ok,
94,1,lll,LLL,6336.944216260703,2392.3726407699405,2.6488115221971755,svp_dim94_seed1.txt,ok,
