dim,seed,method,pipeline,norm,gh,norm_over_gh,log_det,file,status,error
65,2,bkz20_30,20+30,3152.8112851866044,2064.647146280152,1.5270460576602563,450.0277459131191,svp_dim65_seed2.txt,ok,
65,2,bkz20_30_40,20+30+40,3152.8112851866044,2064.647146280152,1.5270460576602563,450.0277459131191,svp_dim65_seed2.txt,ok,
65,83,lll,LLL,2847.444643886864,2077.5974998489987,1.3705468186661844,450.43418048979083,svp_dim65_seed83.txt,ok,
65,83,bkz20,20,2847.444643886864,2077.5974998489987,1.3705468186661844,450.43418048979083,svp_dim65_seed83.txt,ok,
65,83,bkz20_30,20+30,2847.444643886864,2077.5974998489987,1.3705468186661844,450.43418048979083,svp_dim65_seed83.txt,ok,
65,83,bkz20_30_40,20+30+40,2847.444643886864,2077.5974998489987,1.3705468186661844,450.43418048979083,svp_dim65_seed83.txt,ok,
65,1,lll,LLL,3581.2578795724808,2067.9107180325836,1.731824226424872,450.13040979102357,svp_dim65_seed1.txt,ok,
65,1,bkz20,20,3509.287677007971,2067.9107180325836,1.6970208850925237,450.13040979102357,svp_dim65_seed1.txt,ok,
65,1,bkz20_30,20+30,3509.287677007971,2067.9107180325836,1.6970208850925237,450.13040979102357,svp_dim65_seed1.txt,ok,
65,1,bkz20_30_40,20+30+40,3417.2752303553216,2067.9107180325836,1.6525255179326732,450.13040979102357,svp_dim65_seed1.txt,ok,
65,995,lll,LLL,3035.6668130741905,2071.1555419115552,1.465687511944394,450.23232340249774,svp_dim65_seed995.txt,ok,
65,995,bkz20,20,3035.6668130741905,2071.1555419115552,1.465687511944394,450.23232340249774,svp_dim65_seed995.txt,ok,
65,995,bkz20_30,20+30,3035.6668130741905,2071.1555419115552,1.465687511944394,450.23232340249774,svp_dim65_seed995.txt,ok,
65,995,bkz20_30_40,20+30+40,3035.6668130741905,2071.1555419115552,1.465687511944394,450.23232340249774,svp_dim65_seed995.txt,ok,
65,1264,lll,LLL,3072.9596482869724,2069.592915136088,1.4848135716993924,450.1832642788728,svp_dim65_seed1264.txt,ok,
65,1264,bkz20,20,3072.9596482869724,2069.592915136088,1.4848135716993924,450.1832642788728,svp_dim65_seed1264.txt,ok,
65,1264,bkz20_30,20+30,3072.9596482869724,2069.592915136088,1.4848135716993924,450.1832642788728,svp_dim65_seed1264.txt,ok,
65,1264,bkz20_30_40,20+30+40,3072.9596482869724,2069.592915136088,1.4848135716993924,450.1832642788728,svp_dim65_seed1264.txt,ok,
65,1427,lll,LLL,3617.092617006095,2080.80698498703,1.7383124158575627,450.5345154024508,svp_dim65_seed1427.txt,ok,
65,1427,bkz20,20,3617.092617006095,2080.80698498703,1.7383124158575627,450.5345154024508,svp_dim65_seed1427.txt,ok,
65,1427,bkz20_30,20+30,3617.092617006095,2080.80698498703,1.7383124158575627,450.5345154024508,svp_dim65_seed1427.txt,ok,
65,1427,bkz20_30_40,20+30+40,3509.604251194139,2080.80698498703,1.686655358481515,450.5345154024508,svp_dim65_seed1427.txt,ok,
65,1471,lll,LLL,3024.6308865711176,2067.294498089369,1.46308660394856,450.11103745300795,svp_dim65_seed1471.txt,ok,
65,1471,bkz20,20,3024.6308865711176,2067.294498089369,1.46308660394856,450.11103745300795,svp_dim65_seed1471.txt,ok,
65,1471,bkz20_30,20+30,3024.6308865711176,2067.294498089369,1.46308660394856,450.11103745300795,svp_dim65_seed1471.txt,ok,
65,1471,bkz20_30_40,20+30+40,3024.6308865711176,2067.294498089369,1.46308660394856,450.11103745300795,svp_dim65_seed1471.txt,ok,
65,6242,lll,LLL,3141.2986168143907,2076.283597688498,1.5129429430120054,450.39306056301615,svp_dim65_seed6242.txt,ok,
65,6242,bkz20,20,3141.2986168143907,2076.283597688498,1.5129429430120054,450.39306056301615,svp_dim65_seed6242.txt,ok,
65,6242,bkz20_30,20+30,3141.2986168143907,2076.283597688498,1.5129429430120054,450.39306056301615,svp_dim65_seed6242.txt,ok,
65,6242,bkz20_30_40,20+30+40,3141.2986168143907,2076.283597688498,1.5129429430120054,450.39306056301615,svp_dim65_seed6242.txt,ok,
66,2,lll,LLL,3214.6995193952425,2092.51511153831,1.536284971931199,457.36567280606107,svp_dim66_seed2.txt,ok,
66,2,bkz20,20,3214.6995193952425,2092.51511153831,1.536284971931199,457.36567280606107,svp_dim66_seed2.txt,ok,
66,2,bkz20_30,20+30,3214.6995193952425,2092.51511153831,1.536284971931199,457.36567280606107,svp_dim66_seed2.txt,ok,
66,2,bkz20_30_40,20+30+40,3175.4158782748423,2092.51511153831,1.5175115633647391,457.36567280606107,svp_dim66_seed2.txt,ok,
66,3,lll,LLL,2910.7236213697774,2076.8482303294677,1.4015100279658015,456.86966469081733,svp_dim66_seed3.txt,ok,
66,3,bkz20,20,2910.7236213697774,2076.8482303294677,1.4015100279658015,456.86966469081733,svp_dim66_seed3.txt,ok,
66,3,bkz20_30,20+30,2910.7236213697774,2076.8482303294677,1.4015100279658015,456.86966469081733,svp_dim66_seed3.txt,ok,
66,3,bkz20_30_40,20+30+40,2910.7236213697774,2076.8482303294677,1.4015100279658015,456.86966469081733,svp_dim66_seed3.txt,ok,
66,4,lll,LLL,3259.8082765708773,2081.1493023643347,1.566350032103656,457.0062067899007,svp_dim66_seed4.txt,ok,
66,4,bkz20,20,3259.8082765708773,2081.1493023643347,1.566350032103656,457.0062067899007,svp_dim66_seed4.txt,ok,
66,4,bkz20_30,20+30,3259.8082765708773,2081.1493023643347,1.566350032103656,457.0062067899007,svp_dim66_seed4.txt,ok,
66,4,bkz20_30_40,20+30+40,3259.8082765708773,2081.1493023643347,1.566350032103656,457.0062067899007,svp_dim66_seed4.txt,ok,
66,15,lll,LLL,3187.17131638699,2092.97049786028,1.5227980134671517,457.38003457918535,svp_dim66_seed15.txt,ok,
66,15,bkz20,20,3187.17131638699,2092.97049786028,1.5227980134671517,457.38003457918535,svp_dim66_seed15.txt,ok,
66,15,bkz20_30,20+30,3187.17131638699,2092.97049786028,1.5227980134671517,457.38003457918535,svp_dim66_seed15.txt,ok,
66,15,bkz20_30_40,20+30+40,3187.17131638699,2092.97049786028,1.5227980134671517,457.38003457918535,svp_dim66_seed15.txt,ok,
66,93,lll,LLL,3252.4147951944888,2076.141588660927,1.5665669494594712,456.8472045584276,svp_dim66_seed93.txt,ok,
66,93,bkz20,20,3211.5163085371373,2076.141588660927,1.5468676732247852,456.8472045584276,svp_dim66_seed93.txt,ok,
66,93,bkz20_30,20+30,3211.5163085371373,2076.141588660927,1.5468676732247852,456.8472045584276,svp_dim66_seed93.txt,ok,
66,93,bkz20_30_40,20+30+40,3211.5163085371373,2076.141588660927,1.5468676732247852,456.8472045584276,svp_dim66_seed93.txt,ok,
66,5822,lll,LLL,3167.420559382666,2088.6662823354486,1.5164799595658742,457.24416513863036,svp_dim66_seed5822.txt,ok,
66,5822,bkz20,20,3167.420559382666,2088.6662823354486,1.5164799595658742,457.24416513863036,svp_dim66_seed5822.txt,ok,
66,5822,bkz20_30,20+30,3167.420559382666,2088.6662823354486,1.5164799595658742,457.24416513863036,svp_dim66_seed5822.txt,ok,
66,5822,bkz20_30_40,20+30+40,3167.420559382666,2088.6662823354486,1.5164799595658742,457.24416513863036,svp_dim66_seed5822.txt,ok,
66,241,lll,LLL,3076.078997685204,2091.6976097048673,1.4706136218797086,457.3398829501009,svp_dim66_seed241.txt,ok,
66,241,bkz20,20,3076.078997685204,2091.6976097048673,1.4706136218797086,457.3398829501009,svp_dim66_seed241.txt,ok,
66,241,bkz20_30,20+30,3076.078997685204,2091.6976097048673,1.4706136218797086,457.3398829501009,svp_dim66_seed241.txt,ok,
66,241,bkz20_30_40,20+30+40,3076.078997685204,2091.6976097048673,1.4706136218797086,457.3398829501009,svp_dim66_seed241.txt,ok,
66,6301,lll,LLL,2931.17672616306,2093.8120237423386,1.3999235332138709,457.4065660308083,svp_dim66_seed6301.txt,ok,
66,6301,bkz20,20,2931.17672616306,2093.8120237423386,1.3999235332138709,457.4065660308083,svp_dim66_seed6301.txt,ok,
66,6301,bkz20_30,20+30,2931.17672616306,2093.8120237423386,1.3999235332138709,457.4065660308083,svp_dim66_seed6301.txt,ok,
66,6301,bkz20_30_40,20+30+40,2931.17672616306,2093.8120237423386,1.3999235332138709,457.4065660308083,svp_dim66_seed6301.txt,ok,
66,95480,lll,LLL,2839.301146409094,2080.529725171012,1.364701072067458,456.986555060495,svp_dim66_seed95480.txt,ok,
66,95480,bkz20,20,2839.301146409094,2080.529725171012,1.364701072067458,456.986555060495,svp_dim66_seed95480.txt,ok,
66,95480,bkz20_30,20+30,2839.301146409094,2080.529725171012,1.364701072067458,456.986555060495,svp_dim66_seed95480.txt,ok,
66,95480,bkz20_30_40,20+30+40,2712.618660998998,2080.529725171012,1.3038115380812598,456.986555060495,svp_dim66_seed95480.txt,ok,
67,1,lll,LLL,3022.2652100700884,2108.4296653778297,1.4334199806131545,464.33229413730476,svp_dim67_seed1.txt,ok,
67,1,bkz20,20,3022.2652100700884,2108.4296653778297,1.4334199806131545,464.33229413730476,svp_dim67_seed1.txt,ok,
67,1,bkz20_30,20+30,3022.2652100700884,2108.4296653778297,1.4334199806131545,464.33229413730476,svp_dim67_seed1.txt,ok,
67,1,bkz20_30_40,20+30+40,3022.2652100700884,2108.4296653778297,1.4334199806131545,464.33229413730476,svp_dim67_seed1.txt,ok,
67,0,lll,LLL,3152.982239087304,2089.811521586511,1.5087400019182935,463.7380339429992,svp_dim67_seed0.txt,ok,
67,0,bkz20,20,3152.982239087304,2089.811521586511,1.5087400019182935,463.7380339429992,svp_dim67_seed0.txt,ok,
67,0,bkz20_30,20+30,3152.982239087304,2089.811521586511,1.5087400019182935,463.7380339429992,svp_dim67_seed0.txt,ok,
67,0,bkz20_30_40,20+30+40,3152.982239087304,2089.811521586511,1.5087400019182935,463.7380339429992,svp_dim67_seed0.txt,ok,
67,3,lll,LLL,3212.1727848918727,2092.967851547006,1.5347454011382031,463.83915051101656,svp_dim67_seed3.txt,ok,
67,3,bkz20,20,3212.1727848918727,2092.967851547006,1.5347454011382031,463.83915051101656,svp_dim67_seed3.txt,ok,
67,3,bkz20_30,20+30,3150.500753848506,2092.967851547006,1.5052790951948116,463.83915051101656,svp_dim67_seed3.txt,ok,
67,3,bkz20_30_40,20+30+40,3150.500753848506,2092.967851547006,1.5052790951948116,463.83915051101656,svp_dim67_seed3.txt,ok,
67,2,lll,LLL,3349.889699676692,2103.9794000639663,1.5921684877593607,464.1907276928655,svp_dim67_seed2.txt,ok,
67,2,bkz20,20,3349.889699676692,2103.9794000639663,1.5921684877593607,464.1907276928655,svp_dim67_seed2.txt,ok,
67,2,bkz20_30,20+30,2925.029059684706,2103.9794000639663,1.3902365487018447,464.1907276928655,svp_dim67_seed2.txt,ok,
67,2,bkz20_30_40,20+30+40,2925.029059684706,2103.9794000639663,1.3902365487018447,464.1907276928655,svp_dim67_seed2.txt,ok,
67,5,lll,LLL,3040.2327213553904,2109.5621638276793,1.4411676382359184,464.36827211025286,svp_dim67_seed5.txt,ok,
67,5,bkz20,20,3040.2327213553904,2109.5621638276793,1.4411676382359184,464.36827211025286,svp_dim67_seed5.txt,ok,
67,5,bkz20_30,20+30,3040.2327213553904,2109.5621638276793,1.4411676382359184,464.36827211025286,svp_dim67_seed5.txt,ok,
67,5,bkz20_30_40,20+30+40,3040.2327213553904,2109.5621638276793,1.4411676382359184,464.36827211025286,svp_dim67_seed5.txt,ok,
67,72,lll,LLL,3407.2890983889206,2096.587850500494,1.6251592307832645,463.95493366679335,svp_dim67_seed72.txt,ok,
67,72,bkz20,20,3303.896033473204,2096.587850500494,1.575844309449997,463.95493366679335,svp_dim67_seed72.txt,ok,
67,72,bkz20_30,20+30,3303.896033473204,2096.587850500494,1.575844309449997,463.95493366679335,svp_dim67_seed72.txt,ok,
67,72,bkz20_30_40,20+30+40,3303.896033473204,2096.587850500494,1.575844309449997,463.95493366679335,svp_dim67_seed72.txt,ok,
67,100,lll,LLL,3269.652580932716,2106.373662059973,1.5522661718695674,464.26692822458193,svp_dim67_seed100.txt,ok,
67,100,bkz20,20,3269.652580932716,2106.373662059973,1.5522661718695674,464.26692822458193,svp_dim67_seed100.txt,ok,
67,100,bkz20_30,20+30,3269.652580932716,2106.373662059973,1.5522661718695674,464.26692822458193,svp_dim67_seed100.txt,ok,
67,100,bkz20_30_40,20+30+40,3269.652580932716,2106.373662059973,1.5522661718695674,464.26692822458193,svp_dim67_seed100.txt,ok,
67,8165,lll,LLL,3218.5540231600876,2092.540313324718,1.5381084907493658,463.82546277711924,svp_dim67_seed8165.txt,ok,
67,8165,bkz20,20,3110.7425158633755,2092.540313324718,1.4865866602688738,463.82546277711924,svp_dim67_seed8165.txt,ok,
67,8165,bkz20_30,20+30,3110.7425158633755,2092.540313324718,1.4865866602688738,463.82546277711924,svp_dim67_seed8165.txt,ok,
67,8165,bkz20_30_40,20+30+40,3110.7425158633755,2092.540313324718,1.4865866602688738,463.82546277711924,svp_dim67_seed8165.txt,ok,
67,63098,lll,LLL,3099.0493703715015,2110.4512523488243,1.4684297336517098,464.3965037417305,svp_dim67_seed63098.txt,ok,
67,63098,bkz20,20,3099.0493703715015,2110.4512523488243,1.4684297336517098,464.3965037417305,svp_dim67_seed63098.txt,ok,
67,63098,bkz20_30,20+30,3099.0493703715015,2110.4512523488243,1.4684297336517098,464.3965037417305,svp_dim67_seed63098.txt,ok,
67,63098,bkz20_30_40,20+30+40,3099.0493703715015,2110.4512523488243,1.4684297336517098,464.3965037417305,svp_dim67_seed63098.txt,ok,
68,0,lll,LLL,3409.4791391061462,2116.198853101849,1.611133629577699,471.04160856327906,svp_dim68_seed0.txt,ok,
68,0,bkz20,20,3409.4791391061462,2116.198853101849,1.611133629577699,471.04160856327906,svp_dim68_seed0.txt,ok,
68,0,bkz20_30,20+30,3409.4791391061462,2116.198853101849,1.611133629577699,471.04160856327906,svp_dim68_seed0.txt,ok,
68,0,bkz20_30_40,20+30+40,3409.4791391061462,2116.198853101849,1.611133629577699,471.04160856327906,svp_dim68_seed0.txt,ok,
68,1,lll,LLL,3039.527594873912,2119.418477910314,1.434132818295894,471.1449864239462,svp_dim68_seed1.txt,ok,
68,1,bkz20,20,3039.527594873912,2119.418477910314,1.434132818295894,471.1449864239462,svp_dim68_seed1.txt,ok,
68,1,bkz20_30,20+30,3039.527594873912,2119.418477910314,1.434132818295894,471.1449864239462,svp_dim68_seed1.txt,ok,
68,1,bkz20_30_40,20+30+40,3039.527594873912,2119.418477910314,1.434132818295894,471.1449864239462,svp_dim68_seed1.txt,ok,
68,3,lll,LLL,3415.7416471390184,2113.0224762394264,1.6165193156004938,470.9394650950434,svp_dim68_seed3.txt,ok,
68,3,bkz20,20,3415.7416471390184,2113.0224762394264,1.6165193156004938,470.9394650950434,svp_dim68_seed3.txt,ok,
68,3,bkz20_30,20+30,3415.7416471390184,2113.0224762394264,1.6165193156004938,470.9394650950434,svp_dim68_seed3.txt,ok,
68,3,bkz20_30_40,20+30+40,3415.7416471390184,2113.0224762394264,1.6165193156004938,470.9394650950434,svp_dim68_seed3.txt,ok,
68,2,lll,LLL,2939.0483153565206,2121.2127458736713,1.3855509406464577,471.20252985196464,svp_dim68_seed2.txt,ok,
68,2,bkz20,20,2939.0483153565206,2121.2127458736713,1.3855509406464577,471.20252985196464,svp_dim68_seed2.txt,ok,
68,2,bkz20_30,20+30,2939.0483153565206,2121.2127458736713,1.3855509406464577,471.20252985196464,svp_dim68_seed2.txt,ok,
68,2,bkz20_30_40,20+30+40,2939.0483153565206,2121.2127458736713,1.3855509406464577,471.20252985196464,svp_dim68_seed2.txt,ok,
68,16,lll,LLL,3428.998687663794,2120.2395375087012,1.6172694768690596,471.17132442252307,svp_dim68_seed16.txt,ok,
68,16,bkz20,20,3428.998687663794,2120.2395375087012,1.6172694768690596,471.17132442252307,svp_dim68_seed16.txt,ok,
68,16,bkz20_30,20+30,3428.998687663794,2120.2395375087012,1.6172694768690596,471.17132442252307,svp_dim68_seed16.txt,ok,
68,16,bkz20_30_40,20+30+40,3153.6153855535385,2120.2395375087012,1.4873863682681168,471.17132442252307,svp_dim68_seed16.txt,ok,
68,539,lll,LLL,3386.8982860428496,2108.1982790475327,1.6065368801899522,470.7840382311641,svp_dim68_seed539.txt,ok,
68,539,bkz20,20,3386.8982860428496,2108.1982790475327,1.6065368801899522,470.7840382311641,svp_dim68_seed539.txt,ok,
68,539,bkz20_30,20+30,3386.8982860428496,2108.1982790475327,1.6065368801899522,470.7840382311641,svp_dim68_seed539.txt,ok,
68,539,bkz20_30_40,20+30+40,3386.8982860428496,2108.1982790475327,1.6065368801899522,470.7840382311641,svp_dim68_seed539.txt,ok,
68,1861,lll,LLL,3133.242569607399,2114.4712962901212,1.4818089870052769,470.9860741606532,svp_dim68_seed1861.txt,ok,
68,1861,bkz20,20,3133.242569607399,2114.4712962901212,1.4818089870052769,470.9860741606532,svp_dim68_seed1861.txt,ok,
68,1861,bkz20_30,20+30,3133.242569607399,2114.4712962901212,1.4818089870052769,470.9860741606532,svp_dim68_seed1861.txt,ok,
68,1861,bkz20_30_40,20+30+40,3133.242569607399,2114.4712962901212,1.4818089870052769,470.9860741606532,svp_dim68_seed1861.txt,ok,
68,7542,lll,LLL,2904.819787869808,2122.856527233801,1.368354267282937,471.2552043635643,svp_dim68_seed7542.txt,ok,
68,7542,bkz20,20,2904.819787869808,2122.856527233801,1.368354267282937,471.2552043635643,svp_dim68_seed7542.txt,ok,
68,7542,bkz20_30,20+30,2904.819787869808,2122.856527233801,1.368354267282937,471.2552043635643,svp_dim68_seed7542.txt,ok,
68,7542,bkz20_30_40,20+30+40,2904.819787869808,2122.856527233801,1.368354267282937,471.2552043635643,svp_dim68_seed7542.txt,ok,
68,3545421,lll,LLL,3205.519926626568,2110.6827066170445,1.5187123657085837,470.8641263373845,svp_dim68_seed3545421.txt,ok,
68,3545421,bkz20,20,3205.519926626568,2110.6827066170445,1.5187123657085837,470.8641263373845,svp_dim68_seed3545421.txt,ok,
68,3545421,bkz20_30,20+30,3205.519926626568,2110.6827066170445,1.5187123657085837,470.8641263373845,svp_dim68_seed3545421.txt,ok,
68,3545421,bkz20_30_40,20+30+40,3205.519926626568,2110.6827066170445,1.5187123657085837,470.8641263373845,svp_dim68_seed3545421.txt,ok,
69,1,lll,LLL,3032.890205727862,2128.309216475152,1.425023291846122,477.89098803553355,svp_dim69_seed1.txt,ok,
69,1,bkz20,20,3032.890205727862,2128.309216475152,1.425023291846122,477.89098803553355,svp_dim69_seed1.txt,ok,
69,1,bkz20_30,20+30,3032.890205727862,2128.309216475152,1.425023291846122,477.89098803553355,svp_dim69_seed1.txt,ok,
69,1,bkz20_30_40,20+30+40,3032.890205727862,2128.309216475152,1.425023291846122,477.89098803553355,svp_dim69_seed1.txt,ok,
69,0,lll,LLL,3216.7175816350427,2121.1610566426357,1.516489081091489,477.65885392848213,svp_dim69_seed0.txt,ok,
69,0,bkz20,20,3216.7175816350427,2121.1610566426357,1.516489081091489,477.65885392848213,svp_dim69_seed0.txt,ok,
69,0,bkz20_30,20+30,3115.7238324344494,2121.1610566426357,1.4688765959931414,477.65885392848213,svp_dim69_seed0.txt,ok,
69,0,bkz20_30_40,20+30+40,3115.7238324344494,2121.1610566426357,1.4688765959931414,477.65885392848213,svp_dim69_seed0.txt,ok,
69,2,lll,LLL,3380.8852391052847,2120.069075091362,1.5947052286301517,477.62332332704693,svp_dim69_seed2.txt,ok,
69,2,bkz20,20,3380.8852391052847,2120.069075091362,1.5947052286301517,477.62332332704693,svp_dim69_seed2.txt,ok,
69,2,bkz20_30,20+30,3380.8852391052847,2120.069075091362,1.5947052286301517,477.62332332704693,svp_dim69_seed2.txt,ok,
69,2,bkz20_30_40,20+30+40,3380.8852391052847,2120.069075091362,1.5947052286301517,477.62332332704693,svp_dim69_seed2.txt,ok,
69,5,lll,LLL,3215.093622276029,2125.6252416305915,1.5125401972596513,477.8039183871067,svp_dim69_seed5.txt,ok,
69,5,bkz20,20,3215.093622276029,2125.6252416305915,1.5125401972596513,477.8039183871067,svp_dim69_seed5.txt,ok,
69,5,bkz20_30,20+30,3215.093622276029,2125.6252416305915,1.5125401972596513,477.8039183871067,svp_dim69_seed5.txt,ok,
69,5,bkz20_30_40,20+30+40,3215.093622276029,2125.6252416305915,1.5125401972596513,477.8039183871067,svp_dim69_seed5.txt,ok,
69,3,lll,LLL,3091.668805030709,2137.2316438340777,1.446576375541784,478.17964938274895,svp_dim69_seed3.txt,ok,
69,3,bkz20,20,3091.668805030709,2137.2316438340777,1.446576375541784,478.17964938274895,svp_dim69_seed3.txt,ok,
69,3,bkz20_30,20+30,3091.668805030709,2137.2316438340777,1.446576375541784,478.17964938274895,svp_dim69_seed3.txt,ok,
69,3,bkz20_30_40,20+30+40,3091.668805030709,2137.2316438340777,1.446576375541784,478.17964938274895,svp_dim69_seed3.txt,ok,
69,8,lll,LLL,3220.7953986554303,2133.172649706595,1.5098615665724155,478.0484811560955,svp_dim69_seed8.txt,ok,
69,8,bkz20,20,3220.7953986554303,2133.172649706595,1.5098615665724155,478.0484811560955,svp_dim69_seed8.txt,ok,
69,8,bkz20_30,20+30,3220.7953986554303,2133.172649706595,1.5098615665724155,478.0484811560955,svp_dim69_seed8.txt,ok,
69,8,bkz20_30_40,20+30+40,3220.7953986554303,2133.172649706595,1.5098615665724155,478.0484811560955,svp_dim69_seed8.txt,ok,
69,63,lll,LLL,3286.4677086501247,2125.5941087789597,1.5461407683981703,477.8029077750514,svp_dim69_seed63.txt,ok,
69,63,bkz20,20,3121.053988639094,2125.5941087789597,1.4683207747654008,477.8029077750514,svp_dim69_seed63.txt,ok,
69,63,bkz20_30,20+30,3102.1761716575656,2125.5941087789597,1.4594395791958608,477.8029077750514,svp_dim69_seed63.txt,ok,
69,63,bkz20_30_40,20+30+40,3102.1761716575656,2125.5941087789597,1.4594395791958608,477.8029077750514,svp_dim69_seed63.txt,ok,
69,555,lll,LLL,3477.643886311536,2136.202618809021,1.6279560073989598,478.1464195616087,svp_dim69_seed555.txt,ok,
69,555,bkz20,20,3477.643886311536,2136.202618809021,1.6279560073989598,478.1464195616087,svp_dim69_seed555.txt,ok,
69,555,bkz20_30,20+30,3477.643886311536,2136.202618809021,1.6279560073989598,478.1464195616087,svp_dim69_seed555.txt,ok,
69,555,bkz20_30_40,20+30+40,3477.643886311536,2136.202618809021,1.6279560073989598,478.1464195616087,svp_dim69_seed555.txt,ok,
69,2675,lll,LLL,3082.5212083617535,2124.072219592461,1.4512318272083928,477.75348725577135,svp_dim69_seed2675.txt,ok,
69,2675,bkz20,20,3082.5212083617535,2124.072219592461,1.4512318272083928,477.75348725577135,svp_dim69_seed2675.txt,ok,
69,2675,bkz20_30,20+30,3082.5212083617535,2124.072219592461,1.4512318272083928,477.75348725577135,svp_dim69_seed2675.txt,ok,
69,2675,bkz20_30_40,20+30+40,2916.443896254479,2124.072219592461,1.3730436608290315,477.75348725577135,svp_dim69_seed2675.txt,ok,
70,0,lll,LLL,3148.374501230755,2150.6525347350444,1.4639159280179248,485.07623097314365,svp_dim70_seed0.txt,ok,
70,0,bkz20,20,3148.374501230755,2150.6525347350444,1.4639159280179248,485.07623097314365,svp_dim70_seed0.txt,ok,
70,0,bkz20_30,20+30,3148.374501230755,2150.6525347350444,1.4639159280179248,485.07623097314365,svp_dim70_seed0.txt,ok,
70,0,bkz20_30_40,20+30+40,3148.374501230755,2150.6525347350444,1.4639159280179248,485.07623097314365,svp_dim70_seed0.txt,ok,
70,1,lll,LLL,3375.0314072612678,2134.2360393997033,1.5813768228797052,484.53985282642384,svp_dim70_seed1.txt,ok,
70,1,bkz20,20,3375.0314072612678,2134.2360393997033,1.5813768228797052,484.53985282642384,svp_dim70_seed1.txt,ok,
70,1,bkz20_30,20+30,3375.0314072612678,2134.2360393997033,1.5813768228797052,484.53985282642384,svp_dim70_seed1.txt,ok,
70,1,bkz20_30_40,20+30+40,3375.0314072612678,2134.2360393997033,1.5813768228797052,484.53985282642384,svp_dim70_seed1.txt,ok,
70,2,lll,LLL,3676.008433069761,2152.1901117977304,1.7080314666064425,485.126258551566,svp_dim70_seed2.txt,ok,
70,2,bkz20,20,3676.008433069761,2152.1901117977304,1.7080314666064425,485.126258551566,svp_dim70_seed2.txt,ok,
70,2,bkz20_30,20+30,3676.008433069761,2152.1901117977304,1.7080314666064425,485.126258551566,svp_dim70_seed2.txt,ok,
70,2,bkz20_30_40,20+30+40,3676.008433069761,2152.1901117977304,1.7080314666064425,485.126258551566,svp_dim70_seed2.txt,ok,
70,3,lll,LLL,3278.2478551811764,2143.984233810545,1.5290447585776703,484.85885219817783,svp_dim70_seed3.txt,ok,
70,3,bkz20,20,3278.2478551811764,2143.984233810545,1.5290447585776703,484.85885219817783,svp_dim70_seed3.txt,ok,
70,3,bkz20_30,20+30,3230.304010460936,2143.984233810545,1.506682726262242,484.85885219817783,svp_dim70_seed3.txt,ok,
70,3,bkz20_30_40,20+30+40,3230.304010460936,2143.984233810545,1.506682726262242,484.85885219817783,svp_dim70_seed3.txt,ok,
70,8,lll,LLL,3343.872007119889,2146.0818557858465,1.5581288281734431,484.9273050130789,svp_dim70_seed8.txt,ok,
70,8,bkz20,20,3343.872007119889,2146.0818557858465,1.5581288281734431,484.9273050130789,svp_dim70_seed8.txt,ok,
70,8,bkz20_30,20+30,3343.872007119889,2146.0818557858465,1.5581288281734431,484.9273050130789,svp_dim70_seed8.txt,ok,
70,8,bkz20_30_40,20+30+40,3343.872007119889,2146.0818557858465,1.5581288281734431,484.9273050130789,svp_dim70_seed8.txt,ok,
70,5,lll,LLL,3062.0705413167734,2145.446716423529,1.4272414774398412,484.90658523692514,svp_dim70_seed5.txt,ok,
70,5,bkz20,20,3062.0705413167734,2145.446716423529,1.4272414774398412,484.90658523692514,svp_dim70_seed5.txt,ok,
70,5,bkz20_30,20+30,3062.0705413167734,2145.446716423529,1.4272414774398412,484.90658523692514,svp_dim70_seed5.txt,ok,
70,5,bkz20_30_40,20+30+40,3062.0705413167734,2145.446716423529,1.4272414774398412,484.90658523692514,svp_dim70_seed5.txt,ok,
70,17,lll,LLL,3061.152560719572,2139.0128891328272,1.4311052431108013,484.6963518397928,svp_dim70_seed17.txt,ok,
70,17,bkz20,20,3061.152560719572,2139.0128891328272,1.4311052431108013,484.6963518397928,svp_dim70_seed17.txt,ok,
70,17,bkz20_30,20+30,3061.152560719572,2139.0128891328272,1.4311052431108013,484.6963518397928,svp_dim70_seed17.txt,ok,
70,17,bkz20_30_40,20+30+40,3061.152560719572,2139.0128891328272,1.4311052431108013,484.6963518397928,svp_dim70_seed17.txt,ok,
70,1815,lll,LLL,3162.532055173511,2152.973948508631,1.468913294266381,485.15174820520093,svp_dim70_seed1815.txt,ok,
70,1815,bkz20,20,3162.532055173511,2152.973948508631,1.468913294266381,485.15174820520093,svp_dim70_seed1815.txt,ok,
70,1815,bkz20_30,20+30,3162.532055173511,2152.973948508631,1.468913294266381,485.15174820520093,svp_dim70_seed1815.txt,ok,
70,1815,bkz20_30_40,20+30+40,3162.532055173511,2152.973948508631,1.468913294266381,485.15174820520093,svp_dim70_seed1815.txt,ok,
70,4592,lll,LLL,3773.4457727652584,2147.7617317344166,1.7569201075754466,484.9820770698633,svp_dim70_seed4592.txt,ok,
70,4592,bkz20,20,3773.4457727652584,2147.7617317344166,1.7569201075754466,484.9820770698633,svp_dim70_seed4592.txt,ok,
70,4592,bkz20_30,20+30,3773.4457727652584,2147.7617317344166,1.7569201075754466,484.9820770698633,svp_dim70_seed4592.txt,ok,
70,4592,bkz20_30_40,20+30+40,3773.4457727652584,2147.7617317344166,1.7569201075754466,484.9820770698633,svp_dim70_seed4592.txt,ok,
